Código IBGE;cidade;Oferta;player;plano;preco;desconto;dados;taxa de instalação;taxa de adesão;apps;vantagens.0;preço promocional;detalhe promocional;adicionais;data_coleta
3545803;SANTA BARBARA D OESTE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3162500;SAO JOAO DEL REI;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
4216602;SAO JOSE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3549805;SAO JOSE DO RIO PRETO;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3549904;SAO JOSE DOS CAMPOS;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3550308;SAO PAULO;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3550605;SAO ROQUE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3552205;Sorocaba;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3169901;UBA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3171204;Vespasiano;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3171303;VICOSA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3557006;Votorantim;Nacional Promo;VIVO;Vivo Fibra 500Mega + Netflix;160;-;500 MEGA;0;0;"Netflix;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Netflix Padrão inclusa;-; - ;-;19/12/2024
3502804;ARACATUBA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3105608;Barbacena;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3505708;Barueri;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3106200;Belo Horizonte;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3507506;Botucatu;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
5300108;BRASILIA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
5002704;Campo Grande;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3118304;Conselheiro Lafaiete;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3118601;Contagem;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
5003702;Dourados;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4307708;Esteio;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4205407;FLORIANOPOLIS;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3127701;Governador Valadares;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3523107;Itaquaquecetuba;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3523909;Itu;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3525300;JAU;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3136207;JOAO MONLEVADE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3136702;Juiz de Fora;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3526902;Limeira;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3528403;Mairinque;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3140001;Mariana;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3145208;Nova Serrana;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3146107;Ouro Preto;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4211900;PALHOCA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3147105;PARA DE MINAS;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3538006;Pindamonhangaba;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3539806;POA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3543303;RIBEIRAO PIRES;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3304557;Rio de Janeiro;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3156700;SABARA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3545803;SANTA BARBARA D OESTE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3162500;SAO JOAO DEL REI;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
4216602;SAO JOSE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3549805;SAO JOSE DO RIO PRETO;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3549904;SAO JOSE DOS CAMPOS;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3550308;SAO PAULO;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3550605;SAO ROQUE;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3552205;Sorocaba;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3169901;UBA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3171204;Vespasiano;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3171303;VICOSA;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3557006;Votorantim;Nacional Promo;VIVO;Vivo Fibra 500Mega + Max;160;-;500 MEGA;0;0;"Max;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Fibra + Max;-; - ;-;19/12/2024
3502804;ARACATUBA;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3105608;Barbacena;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3505708;Barueri;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3106200;Belo Horizonte;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3507506;Botucatu;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
5300108;BRASILIA;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
5002704;Campo Grande;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3118304;Conselheiro Lafaiete;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
3118601;Contagem;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
5003702;Dourados;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4307708;Esteio;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
4205407;FLORIANOPOLIS;Nacional Promo;VIVO;Vivo Fibra 700Mega + Globoplay;160;-;700 MEGA;0;0;"Globoplay;Mcafee proteção;Abril news digital;fun kids; Newco+; Skeelo Audiobook; Clube de revistas;Ubook jornais";Assinatura Globoplay inclusa;-; - ;-;19/12/2024
